Entity,Year,Annual CO₂ emissions (per capita)
Kazakhstan,1925,0.68102753
Kazakhstan,1926,0.9777691
Kazakhstan,1927,1.2045759
Kazakhstan,1928,1.3295617
Kazakhstan,1929,1.4191452
Kazakhstan,1930,1.9104937
Kazakhstan,1931,2.2737248
Kazakhstan,1932,2.5388646
Kazakhstan,1933,2.8100886
Kazakhstan,1934,3.3688152
Kazakhstan,1935,3.7796454
Kazakhstan,1936,4.2960725
Kazakhstan,1937,4.351998
Kazakhstan,1938,4.5514455
Kazakhstan,1939,4.56528
Kazakhstan,1940,5.422165
Kazakhstan,1941,4.721277
Kazakhstan,1942,2.538088
Kazakhstan,1943,2.6248095
Kazakhstan,1944,3.771849
Kazakhstan,1945,3.9601772
Kazakhstan,1946,4.4125056
Kazakhstan,1947,5.2663255
Kazakhstan,1948,5.5554824
Kazakhstan,1949,6.218995
Kazakhstan,1950,6.6534247
Kazakhstan,1951,6.972472
Kazakhstan,1952,7.222952
Kazakhstan,1953,7.398688
Kazakhstan,1954,7.828593
Kazakhstan,1955,8.598695
Kazakhstan,1956,9.126968
Kazakhstan,1957,9.664587
Kazakhstan,1958,9.979678
Kazakhstan,1959,10.15063
Kazakhstan,1960,10.226538
Kazakhstan,1961,10.209061
Kazakhstan,1962,10.377003
Kazakhstan,1963,10.784223
Kazakhstan,1964,11.130798
Kazakhstan,1965,11.482392
Kazakhstan,1966,11.808647
Kazakhstan,1967,12.030307
Kazakhstan,1968,12.058253
Kazakhstan,1969,12.268916
Kazakhstan,1970,12.634877
Kazakhstan,1971,13.116698
Kazakhstan,1972,13.507453
Kazakhstan,1973,13.795426
Kazakhstan,1974,14.048254
Kazakhstan,1975,14.491462
Kazakhstan,1976,14.71561
Kazakhstan,1977,14.826812
Kazakhstan,1978,14.948793
Kazakhstan,1979,14.79327
Kazakhstan,1980,15.190955
Kazakhstan,1981,14.716603
Kazakhstan,1982,14.824286
Kazakhstan,1983,14.855205
Kazakhstan,1984,14.805396
Kazakhstan,1985,15.785951
Kazakhstan,1986,15.868185
Kazakhstan,1987,15.526603
Kazakhstan,1988,16.308096
Kazakhstan,1989,15.563983
Kazakhstan,1990,15.633255
Kazakhstan,1991,15.109248
Kazakhstan,1992,13.623549
Kazakhstan,1993,12.053468
Kazakhstan,1994,10.263801
Kazakhstan,1995,10.058636
Kazakhstan,1996,9.411858
Kazakhstan,1997,9.126943
Kazakhstan,1998,9.220673
Kazakhstan,1999,7.716524
Kazakhstan,2000,9.249703
Kazakhstan,2001,8.90941
Kazakhstan,2002,10.061223
Kazakhstan,2003,11.167269
Kazakhstan,2004,11.757366
Kazakhstan,2005,12.527624
Kazakhstan,2006,13.69717
Kazakhstan,2007,13.947366
Kazakhstan,2008,13.808861
Kazakhstan,2009,13.510977
Kazakhstan,2010,14.777387
Kazakhstan,2011,14.003776
Kazakhstan,2012,14.234627
Kazakhstan,2013,14.533967
Kazakhstan,2014,15.395486
Kazakhstan,2015,15.409165
Kazakhstan,2016,15.122116
Kazakhstan,2017,15.734422
Kazakhstan,2018,16.22455
Kazakhstan,2019,14.330919
Kazakhstan,2020,13.113933
Kazakhstan,2021,12.92284
Kazakhstan,2022,12.69876
Kazakhstan,2023,12.550943
Kenya,1950,0.15750548
Kenya,1951,0.23623013
Kenya,1952,0.26354945
Kenya,1953,0.24468324
Kenya,1954,0.26776558
Kenya,1955,0.3040701
Kenya,1956,0.3299291
Kenya,1957,0.3285669
Kenya,1958,0.29096332
Kenya,1959,0.2974812
Kenya,1960,0.3150179
Kenya,1961,0.3002841
Kenya,1962,0.3159349
Kenya,1963,0.33065438
Kenya,1964,0.31462154
Kenya,1965,0.26385778
Kenya,1966,0.27579188
Kenya,1967,0.26688117
Kenya,1968,0.26765653
Kenya,1969,0.28579247
Kenya,1970,0.27076113
Kenya,1971,0.3120957
Kenya,1972,0.3167478
Kenya,1973,0.30978185
Kenya,1974,0.3782363
Kenya,1975,0.36777344
Kenya,1976,0.32976493
Kenya,1977,0.34995666
Kenya,1978,0.35604352
Kenya,1979,0.3254883
Kenya,1980,0.3863851
Kenya,1981,0.39268813
Kenya,1982,0.27242798
Kenya,1983,0.26082268
Kenya,1984,0.23302263
Kenya,1985,0.19609821
Kenya,1986,0.20888105
Kenya,1987,0.25070503
Kenya,1988,0.22401613
Kenya,1989,0.23452918
Kenya,1990,0.25418887
Kenya,1991,0.20444229
Kenya,1992,0.2270675
Kenya,1993,0.25248885
Kenya,1994,0.25344354
Kenya,1995,0.28376964
Kenya,1996,0.3398336
Kenya,1997,0.2921569
Kenya,1998,0.34476742
Kenya,1999,0.33869758
Kenya,2000,0.33968258
Kenya,2001,0.29342595
Kenya,2002,0.24182516
Kenya,2003,0.19901958
Kenya,2004,0.21864069
Kenya,2005,0.2389887
Kenya,2006,0.25920096
Kenya,2007,0.2582699
Kenya,2008,0.2609983
Kenya,2009,0.30544478
Kenya,2010,0.29239404
Kenya,2011,0.31450152
Kenya,2012,0.28494468
Kenya,2013,0.29915425
Kenya,2014,0.3155505
Kenya,2015,0.36099055
Kenya,2016,0.37670648
Kenya,2017,0.35996416
Kenya,2018,0.37520593
Kenya,2019,0.38661912
Kenya,2020,0.4209686
Kenya,2021,0.41928962
Kenya,2022,0.39440462
Kenya,2023,0.38907567
Kiribati,1961,0.15169959
Kiribati,1962,0.22195747
Kiribati,1963,0.36087856
Kiribati,1964,0.3518476
Kiribati,1965,0.20579259
Kiribati,1966,0.20204768
Kiribati,1967,0.39986175
Kiribati,1968,0.59408724
Kiribati,1969,0.19512542
Kiribati,1970,0.38239694
Kiribati,1971,0.4999062
Kiribati,1972,0.4292265
Kiribati,1973,0.6027307
Kiribati,1974,0.538894
Kiribati,1975,0.5409005
Kiribati,1976,0.5437636
Kiribati,1977,0.36489177
Kiribati,1978,0.3674288
Kiribati,1979,0.42643613
Kiribati,1980,0.4794635
Kiribati,1981,0.4720965
Kiribati,1982,0.40645304
Kiribati,1983,0.3427823
Kiribati,1984,0.3371779
Kiribati,1985,0.33076054
Kiribati,1986,0.26930088
Kiribati,1987,0.31542248
Kiribati,1988,0.30789486
Kiribati,1989,0.3006729
Kiribati,1990,0.2937859
Kiribati,1991,0.28797486
Kiribati,1992,0.33043882
Kiribati,1993,0.3719136
Kiribati,1994,0.3664229
Kiribati,1995,0.36094078
Kiribati,1996,0.3549141
Kiribati,1997,0.34845874
Kiribati,1998,0.34228596
Kiribati,1999,0.33654818
Kiribati,2000,0.41364673
Kiribati,2001,0.40572265
Kiribati,2002,0.39725477
Kiribati,2003,0.4281056
Kiribati,2004,0.41962352
Kiribati,2005,0.4860061
Kiribati,2006,0.47641528
Kiribati,2007,0.4668019
Kiribati,2008,0.45718235
Kiribati,2009,0.4475598
Kiribati,2010,0.5394433
Kiribati,2011,0.49682704
Kiribati,2012,0.4569881
Kiribati,2013,0.45073986
Kiribati,2014,0.5084652
Kiribati,2015,0.47060034
Kiribati,2016,0.46405202
Kiribati,2017,0.5485167
Kiribati,2018,0.540351
Kiribati,2019,0.5323819
Kiribati,2020,0.52316284
Kiribati,2021,0.51386094
Kiribati,2022,0.5177368
Kiribati,2023,0.5207707
Kosovo,1994,0
Kosovo,1995,0
Kosovo,1996,0
Kosovo,1997,0
Kosovo,1998,0
Kosovo,1999,0
Kosovo,2000,0
Kosovo,2001,0
Kosovo,2002,0
Kosovo,2003,0
Kosovo,2004,0.09008525
Kosovo,2005,0.0893624
Kosovo,2006,0.08867807
Kosovo,2007,0.09193603
Kosovo,2008,4.088207
Kosovo,2009,4.5185485
Kosovo,2010,4.6707945
Kosovo,2011,4.6288376
Kosovo,2012,4.3442287
Kosovo,2013,4.385727
Kosovo,2014,3.9430332
Kosovo,2015,4.6603103
Kosovo,2016,4.9914527
Kosovo,2017,4.5374
Kosovo,2018,4.550919
Kosovo,2019,4.780439
Kosovo,2020,4.8255777
Kosovo,2021,5.0625577
Kosovo,2022,5.0598
Kosovo,2023,4.9275312
Kuwait,1946,17.171436
Kuwait,1947,46.811127
Kuwait,1948,2.3183334
Kuwait,1949,7.153504
Kuwait,1950,2.499334
Kuwait,1951,0.74009925
Kuwait,1952,0
Kuwait,1953,0
Kuwait,1954,8.101515
Kuwait,1955,9.924096
Kuwait,1956,5.0225215
Kuwait,1957,9.68424
Kuwait,1958,14.748622
Kuwait,1959,13.594745
Kuwait,1960,25.068619
Kuwait,1961,28.832294
Kuwait,1962,37.09115
Kuwait,1963,39.778687
Kuwait,1964,53.51059
Kuwait,1965,67.9094
Kuwait,1966,61.34515
Kuwait,1967,40.475487
Kuwait,1968,33.66305
Kuwait,1969,35.773266
Kuwait,1970,30.92604
Kuwait,1971,31.348133
Kuwait,1972,30.002634
Kuwait,1973,24.777496
Kuwait,1974,18.599585
Kuwait,1975,15.217723
Kuwait,1976,15.658533
Kuwait,1977,13.673792
Kuwait,1978,15.647186
Kuwait,1979,12.38355
Kuwait,1980,16.359072
Kuwait,1981,15.877208
Kuwait,1982,12.686324
Kuwait,1983,12.34981
Kuwait,1984,15.535733
Kuwait,1985,15.346892
Kuwait,1986,17.860973
Kuwait,1987,15.284196
Kuwait,1988,15.377172
Kuwait,1989,16.132116
Kuwait,1990,22.440287
Kuwait,1991,364.6994
Kuwait,1992,18.134594
Kuwait,1993,29.381664
Kuwait,1994,34.366302
Kuwait,1995,33.380074
Kuwait,1996,29.838724
Kuwait,1997,31.67354
Kuwait,1998,28.635649
Kuwait,1999,28.936058
Kuwait,2000,28.081316
Kuwait,2001,29.406607
Kuwait,2002,29.120287
Kuwait,2003,29.54555
Kuwait,2004,30.423147
Kuwait,2005,33.274982
Kuwait,2006,32.160374
Kuwait,2007,30.767641
Kuwait,2008,31.787981
Kuwait,2009,31.736975
Kuwait,2010,30.874323
Kuwait,2011,28.079737
Kuwait,2012,30.655836
Kuwait,2013,24.036398
Kuwait,2014,20.851244
Kuwait,2015,24.647194
Kuwait,2016,27.449228
Kuwait,2017,25.020304
Kuwait,2018,24.685282
Kuwait,2019,24.436037
Kuwait,2020,21.73922
Kuwait,2021,21.815344
Kuwait,2022,21.235703
Kuwait,2023,20.508173
Kyrgyzstan,1830,0.00017896507
Kyrgyzstan,1831,0.00021314654
Kyrgyzstan,1832,0.00014024226
Kyrgyzstan,1833,0.00017412736
Kyrgyzstan,1850,0.0009274616
Kyrgyzstan,1855,0.002685764
Kyrgyzstan,1858,0.0036700622
Kyrgyzstan,1859,0.0038572769
Kyrgyzstan,1860,0.0050496855
Kyrgyzstan,1861,0.00635627
Kyrgyzstan,1862,0.005683103
Kyrgyzstan,1863,0.005896351
Kyrgyzstan,1864,0.0065531493
Kyrgyzstan,1865,0.0062073674
Kyrgyzstan,1866,0.019435493
Kyrgyzstan,1867,0.02210104
Kyrgyzstan,1868,0.018221764
Kyrgyzstan,1869,0.024493413
Kyrgyzstan,1870,0.026339963
Kyrgyzstan,1871,0.03523634
Kyrgyzstan,1872,0.035846617
Kyrgyzstan,1873,0.033338487
Kyrgyzstan,1874,0.040100522
Kyrgyzstan,1875,0.045736127
Kyrgyzstan,1876,0.05626809
Kyrgyzstan,1877,0.056902625
Kyrgyzstan,1878,0.07369051
Kyrgyzstan,1879,0.07492749
Kyrgyzstan,1880,0.08709875
Kyrgyzstan,1881,0.09090673
Kyrgyzstan,1882,0.09488359
Kyrgyzstan,1883,0.10701493
Kyrgyzstan,1884,0.1076668
Kyrgyzstan,1885,0.1162084
Kyrgyzstan,1886,0.11810396
Kyrgyzstan,1887,0.123839825
Kyrgyzstan,1888,0.12800203
Kyrgyzstan,1889,0.13698235
Kyrgyzstan,1890,0.15372112
Kyrgyzstan,1891,0.16771744
Kyrgyzstan,1892,0.17592096
Kyrgyzstan,1893,0.20432727
Kyrgyzstan,1894,0.20621644
Kyrgyzstan,1895,0.23479752
Kyrgyzstan,1896,0.23685417
Kyrgyzstan,1897,0.27136663
Kyrgyzstan,1898,0.30158436
Kyrgyzstan,1899,0.34668824
Kyrgyzstan,1900,0.3891653
Kyrgyzstan,1901,0.39590675
Kyrgyzstan,1902,0.37891227
Kyrgyzstan,1903,0.3672844
Kyrgyzstan,1904,0.40492526
Kyrgyzstan,1905,0.35816556
Kyrgyzstan,1906,0.40482113
Kyrgyzstan,1907,0.44932052
Kyrgyzstan,1908,0.44797376
Kyrgyzstan,1909,0.4685978
Kyrgyzstan,1910,0.45538062
Kyrgyzstan,1911,0.4678445
Kyrgyzstan,1912,0.52515346
Kyrgyzstan,1913,0.565306
Kyrgyzstan,1914,0.50556964
Kyrgyzstan,1915,0.45983303
Kyrgyzstan,1916,0.4856536
Kyrgyzstan,1917,0.4429034
Kyrgyzstan,1918,0.17502561
Kyrgyzstan,1919,0.14813858
Kyrgyzstan,1920,0.13385649
Kyrgyzstan,1921,0.14384453
Kyrgyzstan,1922,0.17383276
Kyrgyzstan,1923,0.19027758
Kyrgyzstan,1924,0.22463702
Kyrgyzstan,1925,0.2196975
Kyrgyzstan,1926,0.31542504
Kyrgyzstan,1927,0.3885921
Kyrgyzstan,1928,0.42866844
Kyrgyzstan,1929,0.45757574
Kyrgyzstan,1930,0.6162337
Kyrgyzstan,1931,0.7334006
Kyrgyzstan,1932,0.8187705
Kyrgyzstan,1933,0.9062492
Kyrgyzstan,1934,1.0863714
Kyrgyzstan,1935,1.2187535
Kyrgyzstan,1936,1.3851513
Kyrgyzstan,1937,1.4032583
Kyrgyzstan,1938,1.46758
Kyrgyzstan,1939,1.4720434
Kyrgyzstan,1940,1.7482818
Kyrgyzstan,1941,1.5224278
Kyrgyzstan,1942,0.8187782
Kyrgyzstan,1943,0.84675467
Kyrgyzstan,1944,1.2167853
Kyrgyzstan,1945,1.2772194
Kyrgyzstan,1946,1.4228903
Kyrgyzstan,1947,1.6981255
Kyrgyzstan,1948,1.7911998
Kyrgyzstan,1949,2.0125146
Kyrgyzstan,1950,2.2118862
Kyrgyzstan,1951,2.3489017
Kyrgyzstan,1952,2.4646604
Kyrgyzstan,1953,2.554884
Kyrgyzstan,1954,2.7329764
Kyrgyzstan,1955,3.0320604
Kyrgyzstan,1956,3.2489123
Kyrgyzstan,1957,3.47084
Kyrgyzstan,1958,3.6122348
Kyrgyzstan,1959,3.6956034
Kyrgyzstan,1960,3.7340512
Kyrgyzstan,1961,3.7282596
Kyrgyzstan,1962,3.7835479
Kyrgyzstan,1963,3.920991
Kyrgyzstan,1964,4.032523
Kyrgyzstan,1965,4.1422977
Kyrgyzstan,1966,4.241085
Kyrgyzstan,1967,4.303023
Kyrgyzstan,1968,4.2957883
Kyrgyzstan,1969,4.3489356
Kyrgyzstan,1970,4.455126
Kyrgyzstan,1971,4.6112337
Kyrgyzstan,1972,4.7404766
Kyrgyzstan,1973,4.8327785
Kyrgyzstan,1974,4.91213
Kyrgyzstan,1975,5.059987
Kyrgyzstan,1976,5.150288
Kyrgyzstan,1977,5.219923
Kyrgyzstan,1978,5.2897034
Kyrgyzstan,1979,5.224108
Kyrgyzstan,1980,5.320171
Kyrgyzstan,1981,5.112991
Kyrgyzstan,1982,5.1021423
Kyrgyzstan,1983,5.06364
Kyrgyzstan,1984,5.012348
Kyrgyzstan,1985,5.321227
Kyrgyzstan,1986,5.2338295
Kyrgyzstan,1987,5.0047774
Kyrgyzstan,1988,4.9549613
Kyrgyzstan,1989,4.7294326
Kyrgyzstan,1990,4.304971
Kyrgyzstan,1991,3.5067415
Kyrgyzstan,1992,2.4002283
Kyrgyzstan,1993,1.8302596
Kyrgyzstan,1994,1.3216357
Kyrgyzstan,1995,0.9561604
Kyrgyzstan,1996,1.1817088
Kyrgyzstan,1997,1.147017
Kyrgyzstan,1998,1.2023845
Kyrgyzstan,1999,0.9343668
Kyrgyzstan,2000,0.91048133
Kyrgyzstan,2001,0.7604119
Kyrgyzstan,2002,0.9611124
Kyrgyzstan,2003,1.0418925
Kyrgyzstan,2004,1.1163111
Kyrgyzstan,2005,1.0519956
Kyrgyzstan,2006,1.0337402
Kyrgyzstan,2007,1.2275326
Kyrgyzstan,2008,1.4002646
Kyrgyzstan,2009,1.2429305
Kyrgyzstan,2010,1.1573167
Kyrgyzstan,2011,1.3620855
Kyrgyzstan,2012,1.7706912
Kyrgyzstan,2013,1.6790403
Kyrgyzstan,2014,1.7354872
Kyrgyzstan,2015,1.7102784
Kyrgyzstan,2016,1.5751518
Kyrgyzstan,2017,1.5049132
Kyrgyzstan,2018,1.7616013
Kyrgyzstan,2019,1.3925191
Kyrgyzstan,2020,1.2527564
Kyrgyzstan,2021,1.5140777
Kyrgyzstan,2022,1.442273
Kyrgyzstan,2023,1.4352694
Laos,1955,0.0135475835
Laos,1956,0.030262422
Laos,1957,0.029576771
Laos,1958,0.036134355
Laos,1959,0.03709133
Laos,1960,0.037996314
Laos,1961,0.05234889
Laos,1962,0.059419587
Laos,1963,0.06453499
Laos,1964,0.07413849
Laos,1965,0.07555755
Laos,1966,0.09645901
Laos,1967,0.1281396
Laos,1968,0.066191025
Laos,1969,0.122277535
Laos,1970,0.21410415
Laos,1971,0.15408537
Laos,1972,0.17393962
Laos,1973,0.17997442
Laos,1974,0.09971048
Laos,1975,0.084118284
Laos,1976,0.07292556
Laos,1977,0.07401099
Laos,1978,0.07277848
Laos,1979,0.069236
Laos,1980,0.056753993
Laos,1981,0.044621952
Laos,1982,0.045667604
Laos,1983,0.05070275
Laos,1984,0.05036015
Laos,1985,0.054862883
Laos,1986,0.05429305
Laos,1987,0.05369757
Laos,1988,0.05218139
Laos,1989,0.055078905
Laos,1990,0.11896353
Laos,1991,0.12309524
Laos,1992,0.1299953
Laos,1993,0.12965254
Laos,1994,0.13188648
Laos,1995,0.13610286
Laos,1996,0.14862165
Laos,1997,0.15380734
Laos,1998,0.15625623
Laos,1999,0.15837474
Laos,2000,0.176831
Laos,2001,0.19246706
Laos,2002,0.2077707
Laos,2003,0.2142832
Laos,2004,0.22182229
Laos,2005,0.22779061
Laos,2006,0.2946993
Laos,2007,0.30305886
Laos,2008,0.3466198
Laos,2009,0.4273679
Laos,2010,0.47433594
Laos,2011,0.4932834
Laos,2012,0.52124816
Laos,2013,0.64452255
Laos,2014,0.6638244
Laos,2015,1.3569225
Laos,2016,2.3822117
Laos,2017,2.8047261
Laos,2018,2.884135
Laos,2019,2.6362908
Laos,2020,2.6531994
Laos,2021,3.0592737
Laos,2022,3.1004407
Laos,2023,3.235021
Latvia,1830,0.00017552492
Latvia,1831,0.00020808178
Latvia,1832,0.00013648359
Latvia,1833,0.00016716748
Latvia,1850,0.0007877788
Latvia,1855,0.0022048675
Latvia,1858,0.0029510495
Latvia,1859,0.003079386
Latvia,1860,0.0040047048
Latvia,1861,0.005005996
Latvia,1862,0.004443694
Latvia,1863,0.004579488
Latvia,1864,0.005054244
Latvia,1865,0.0047539943
Latvia,1866,0.014782066
Latvia,1867,0.016693661
Latvia,1868,0.013667084
Latvia,1869,0.018245036
Latvia,1870,0.019484142
Latvia,1871,0.025885405
Latvia,1872,0.026150811
Latvia,1873,0.02415326
Latvia,1874,0.028850429
Latvia,1875,0.03267748
Latvia,1876,0.039923076
Latvia,1877,0.040094234
Latvia,1878,0.051564176
Latvia,1879,0.05206624
Latvia,1880,0.060105175
Latvia,1881,0.06229865
Latvia,1882,0.06457349
Latvia,1883,0.07232537
Latvia,1884,0.072261944
Latvia,1885,0.07745491
Latvia,1886,0.078173324
Latvia,1887,0.08140192
Latvia,1888,0.083555646
Latvia,1889,0.0887985
Latvia,1890,0.09895914
Latvia,1891,0.107221805
Latvia,1892,0.11168699
Latvia,1893,0.12882371
Latvia,1894,0.12911466
Latvia,1895,0.14599176
Latvia,1896,0.14625064
Latvia,1897,0.16640131
Latvia,1898,0.18365061
Latvia,1899,0.20965418
Latvia,1900,0.23371275
Latvia,1901,0.23611529
Latvia,1902,0.22441499
Latvia,1903,0.21602212
Latvia,1904,0.23651224
Latvia,1905,0.20775193
Latvia,1906,0.23318867
Latvia,1907,0.2570295
Latvia,1908,0.25448453
Latvia,1909,0.2669792
Latvia,1910,0.26269707
Latvia,1911,0.27586177
Latvia,1912,0.31958485
Latvia,1913,0.35868782
Latvia,1914,0.33446294
Latvia,1915,0.31717566
Latvia,1916,0.3492695
Latvia,1917,0.33210528
Latvia,1918,0.13681202
Latvia,1919,0.11990263
Latvia,1920,0.11139791
Latvia,1921,0.1222011
Latvia,1922,0.14965867
Latvia,1923,0.16483499
Latvia,1924,0.19580984
Latvia,1925,0.19269451
Latvia,1926,0.278376
Latvia,1927,0.345081
Latvia,1928,0.37978768
Latvia,1929,0.40767825
Latvia,1930,0.55575734
Latvia,1931,0.66608006
Latvia,1932,0.74677473
Latvia,1933,0.8314751
Latvia,1934,1.0013374
Latvia,1935,1.1299253
Latvia,1936,1.2893189
Latvia,1937,1.3143733
Latvia,1938,1.3810059
Latvia,1939,1.3945262
Latvia,1940,1.687375
Latvia,1941,1.4819252
Latvia,1942,0.8061616
Latvia,1943,0.841985
Latvia,1944,1.2219459
Latvia,1945,1.2939852
Latvia,1946,1.45485
Latvia,1947,1.7529738
Latvia,1948,1.8664278
Latvia,1949,2.119169
Latvia,1950,2.3591459
Latvia,1951,2.5364115
Latvia,1952,2.6946
Latvia,1953,2.8282335
Latvia,1954,3.062525
Latvia,1955,3.4408884
Latvia,1956,3.737919
Latvia,1957,4.0495677
Latvia,1958,4.274681
Latvia,1959,4.4227543
Latvia,1960,4.5319963
Latvia,1961,4.6188555
Latvia,1962,4.7940955
Latvia,1963,5.087482
Latvia,1964,5.3530455
Latvia,1965,5.6212277
Latvia,1966,5.8809237
Latvia,1967,6.093146
Latvia,1968,6.208743
Latvia,1969,6.4108324
Latvia,1970,6.687375
Latvia,1971,7.0416136
Latvia,1972,7.3548574
Latvia,1973,7.607188
Latvia,1974,7.8333883
Latvia,1975,8.175253
Latvia,1976,8.439504
Latvia,1977,8.678355
Latvia,1978,8.932394
Latvia,1979,8.976591
Latvia,1980,9.306357
Latvia,1981,9.105383
Latvia,1982,9.23252
Latvia,1983,9.311715
Latvia,1984,9.338205
Latvia,1985,10.001915
Latvia,1986,9.07406
Latvia,1987,7.342519
Latvia,1988,7.108577
Latvia,1989,6.728946
Latvia,1990,7.3913527
Latvia,1991,6.7649465
Latvia,1992,5.4281917
Latvia,1993,4.650081
Latvia,1994,4.113217
Latvia,1995,3.6742876
Latvia,1996,3.747837
Latvia,1997,3.5673018
Latvia,1998,3.446242
Latvia,1999,3.2281873
Latvia,2000,2.990206
Latvia,2001,3.2060354
Latvia,2002,3.2537568
Latvia,2003,3.375388
Latvia,2004,3.414644
Latvia,2005,3.4873562
Latvia,2006,3.7450006
Latvia,2007,3.9247465
Latvia,2008,3.7646215
Latvia,2009,3.48097
Latvia,2010,4.077879
Latvia,2011,3.7919629
Latvia,2012,3.6959643
Latvia,2013,3.660656
Latvia,2014,3.5967214
Latvia,2015,3.6719465
Latvia,2016,3.6792696
Latvia,2017,3.714361
Latvia,2018,4.0763845
Latvia,2019,3.9956133
Latvia,2020,3.6810806
Latvia,2021,3.8387253
Latvia,2022,3.5192242
Latvia,2023,3.4600034
Lebanon,1931,0.0038519022
Lebanon,1932,0.011344139
Lebanon,1933,0.014846914
Lebanon,1935,0.050070215
Lebanon,1936,0.056170724
Lebanon,1937,0.058583077
Lebanon,1938,0.057505295
Lebanon,1939,0.053127155
Lebanon,1940,0.019556267
Lebanon,1941,0.01919647
Lebanon,1942,0.30148855
Lebanon,1943,0.03082742
Lebanon,1944,0.05446814
Lebanon,1945,0.05940709
Lebanon,1946,0.058314133
Lebanon,1947,0.06582754
Lebanon,1948,0.078663096
Lebanon,1949,0.08809245
Lebanon,1950,1.1207
Lebanon,1951,1.0501138
Lebanon,1952,0.8233704
Lebanon,1953,0.8502911
Lebanon,1954,0.8651408
Lebanon,1955,1.0432993
Lebanon,1956,1.1787905
Lebanon,1957,1.2541866
Lebanon,1958,1.1692762
Lebanon,1959,1.4048103
Lebanon,1960,1.4356124
Lebanon,1961,1.4478076
Lebanon,1962,1.4929163
Lebanon,1963,1.5342172
Lebanon,1964,1.6060425
Lebanon,1965,1.5856082
Lebanon,1966,1.6864918
Lebanon,1967,1.6153786
Lebanon,1968,1.629651
Lebanon,1969,1.8659354
Lebanon,1970,1.6515547
Lebanon,1971,2.166817
Lebanon,1972,2.2526238
Lebanon,1973,2.746613
Lebanon,1974,2.6897442
Lebanon,1975,2.326315
Lebanon,1976,2.1728148
Lebanon,1977,1.9497801
Lebanon,1978,1.9470743
Lebanon,1979,2.0069518
Lebanon,1980,2.0001054
Lebanon,1981,1.9422953
Lebanon,1982,1.8722303
Lebanon,1983,2.24307
Lebanon,1984,2.1293473
Lebanon,1985,2.4134753
Lebanon,1986,2.2659676
Lebanon,1987,2.2656443
Lebanon,1988,2.126344
Lebanon,1989,2.190143
Lebanon,1990,2.1885734
Lebanon,1991,2.211901
Lebanon,1992,2.5956979
Lebanon,1993,2.7102761
Lebanon,1994,2.8564332
Lebanon,1995,3.09409
Lebanon,1996,3.1607447
Lebanon,1997,3.6751134
Lebanon,1998,3.89514
Lebanon,1999,3.8610592
Lebanon,2000,3.5724654
Lebanon,2001,3.7271936
Lebanon,2002,3.6392775
Lebanon,2003,4.0943937
Lebanon,2004,3.7415802
Lebanon,2005,3.5645452
Lebanon,2006,3.1134667
Lebanon,2007,2.837716
Lebanon,2008,3.5363784
Lebanon,2009,4.1980224
Lebanon,2010,3.9666011
Lebanon,2011,3.976507
Lebanon,2012,4.2653465
Lebanon,2013,3.858941
Lebanon,2014,3.7800877
Lebanon,2015,3.9760313
Lebanon,2016,4.1817923
Lebanon,2017,4.5168343
Lebanon,2018,4.371076
Lebanon,2019,4.4285336
Lebanon,2020,4.1763225
Lebanon,2021,3.373741
Lebanon,2022,3.2940342
Lebanon,2023,3.3732815
Lesotho,1990,0.8139311
Lesotho,1991,0.8293237
Lesotho,1992,0.84694105
Lesotho,1993,0.859283
Lesotho,1994,0.8686433
Lesotho,1995,0.8749739
Lesotho,1996,0.8805285
Lesotho,1997,0.89015687
Lesotho,1998,0.90224624
Lesotho,1999,0.9108904
Lesotho,2000,0.923377
Lesotho,2001,0.93760145
Lesotho,2002,0.9552052
Lesotho,2003,0.97275776
Lesotho,2004,1.0056512
Lesotho,2005,1.0299554
Lesotho,2006,1.0473819
Lesotho,2007,1.0617456
Lesotho,2008,1.0806665
Lesotho,2009,1.1190774
Lesotho,2010,1.1398377
Lesotho,2011,1.5209328
Lesotho,2012,1.5201256
Lesotho,2013,1.1349511
Lesotho,2014,1.1890179
Lesotho,2015,1.0654787
Lesotho,2016,1.0388125
Lesotho,2017,1.165241
Lesotho,2018,1.08566
Lesotho,2019,1.0812736
Lesotho,2020,0.9718533
Lesotho,2021,1.5148556
Lesotho,2022,1.6764951
Lesotho,2023,1.6824147
Liberia,1950,0.051837977
Liberia,1951,0.046955798
Liberia,1952,0.057553355
Liberia,1953,0.060167477
Liberia,1954,0.10313604
Liberia,1955,0.057681087
Liberia,1956,0.04583936
Liberia,1957,0.07928512
Liberia,1958,0.148284
Liberia,1959,0.12844446
Liberia,1960,0.14469783
Liberia,1961,0.13806558
Liberia,1962,0.21120836
Liberia,1963,0.28956735
Liberia,1964,0.38424528
Liberia,1965,0.43135363
Liberia,1966,0.46203172
Liberia,1967,0.4504529
Liberia,1968,0.6335324
Liberia,1969,0.8891537
Liberia,1970,0.989062
Liberia,1971,1.0131927
Liberia,1972,0.97596943
Liberia,1973,0.93454456
Liberia,1974,1.0586625
Liberia,1975,0.88789696
Liberia,1976,0.85939103
Liberia,1977,0.83317024
Liberia,1978,0.82672215
Liberia,1979,1.0369742
Liberia,1980,1.0561619
Liberia,1981,0.9738953
Liberia,1982,0.29212633
Liberia,1983,0.3353089
Liberia,1984,0.31999353
Liberia,1985,0.31960815
